"stcd","state_code","district","urbanindex","grouping","ballot_party","percent","winner","incumbent_party","Total.Population","Percentage.Women","Median.Household.Income","Mean.Household.Income","Median.Age","Percentage.Retirees..65..","Percentage.Bachelors.Degree.in.Population.over.25","Unemployment.Rate..16.and.over."
"NY-07","NY",7,14.85414,"Dense Urban","CON",1.51445679145539,"false","DEM",699930,0.512,88141,137243,34.2,0.113467061,0.303,0.036
"NY-07","NY",7,14.85414,"Dense Urban","",0,"","DEM",699930,0.512,88141,137243,34.2,0.113467061,0.303,0.036
"NY-07","NY",7,14.85414,"Dense Urban","",0.157784011220196,"","DEM",699930,0.512,88141,137243,34.2,0.113467061,0.303,0.036
"NY-09","NY",9,14.69678,"Dense Urban","DEM",69.3562178056766,"true","DEM",756507,0.528,71800,105059,36.9,0.165820012,0.234,0.049
"NY-09","NY",9,14.69678,"Dense Urban","",0.251645777286536,"","DEM",756507,0.528,71800,105059,36.9,0.165820012,0.234,0.049
"NY-09","NY",9,14.69678,"Dense Urban","WFP",11.955955037434,"true","DEM",756507,0.528,71800,105059,36.9,0.165820012,0.234,0.049
"NY-09","NY",9,14.69678,"Dense Urban","",0,"","DEM",756507,0.528,71800,105059,36.9,0.165820012,0.234,0.049
"NY-09","NY",9,14.69678,"Dense Urban","",16.4612486357601,"","DEM",756507,0.528,71800,105059,36.9,0.165820012,0.234,0.049
"NY-09","NY",9,14.69678,"Dense Urban","CON",18.4361813796028,"false","DEM",756507,0.528,71800,105059,36.9,0.165820012,0.234,0.049
"NY-13","NY",13,14.69063,"Dense Urban","DEM",98.9333536988952,"true","DEM",770616,0.524,47855,90725,36.8,0.154432298,0.2,0.055
"NY-13","NY",13,14.69063,"Dense Urban","",21.1708500924936,"","DEM",770616,0.524,47855,90725,36.8,0.154432298,0.2,0.055
"NY-13","NY",13,14.69063,"Dense Urban","",0,"","DEM",770616,0.524,47855,90725,36.8,0.154432298,0.2,0.055
"NY-13","NY",13,14.69063,"Dense Urban","",1.06664630110483,"","DEM",770616,0.524,47855,90725,36.8,0.154432298,0.2,0.055
"NY-15","NY",15,14.65565,"Dense Urban","DEM",82.6994263448425,"true","DEM",727699,0.525,42090,74697,35.5,0.136112596,0.136,0.056
"NY-15","NY",15,14.65565,"Dense Urban","REP",17.1901720965472,"false","DEM",727699,0.525,42090,74697,35.5,0.136112596,0.136,0.056
"NY-15","NY",15,14.65565,"Dense Urban","",10.1114839268319,"","DEM",727699,0.525,42090,74697,35.5,0.136112596,0.136,0.056
"NY-15","NY",15,14.65565,"Dense Urban","",0,"","DEM",727699,0.525,42090,74697,35.5,0.136112596,0.136,0.056
"NY-15","NY",15,14.65565,"Dense Urban","",0.110401558610239,"","DEM",727699,0.525,42090,74697,35.5,0.136112596,0.136,0.056
"NY-10","NY",10,14.653,"Dense Urban","DEM",83.4855755483579,"true","DEM",706151,0.523,103988,200712,37,0.15408744,0.325,0.033
"NY-10","NY",10,14.653,"Dense Urban","REP",13.886881521417,"false","DEM",706151,0.523,103988,200712,37,0.15408744,0.325,0.033
"NY-10","NY",10,14.653,"Dense Urban","CON",1.22019059304278,"false","DEM",706151,0.523,103988,200712,37,0.15408744,0.325,0.033
"NY-10","NY",10,14.653,"Dense Urban","OTH",0.752286232694037,"false","DEM",706151,0.523,103988,200712,37,0.15408744,0.325,0.033
"NY-10","NY",10,14.653,"Dense Urban","",5.08664029072458,"","DEM",706151,0.523,103988,200712,37,0.15408744,0.325,0.033
"NY-10","NY",10,14.653,"Dense Urban","",0,"","DEM",706151,0.523,103988,200712,37,0.15408744,0.325,0.033
"NY-10","NY",10,14.653,"Dense Urban","",0.655066104488243,"","DEM",706151,0.523,103988,200712,37,0.15408744,0.325,0.033
"NY-14","NY",14,14.64697,"Dense Urban","DEM",63.4044010617347,"true","DEM",730392,0.507,61052,91735,37.1,0.155212543,0.181,0.045
"NY-14","NY",14,14.64697,"Dense Urban","REP",27.343950680709,"false","DEM",730392,0.507,61052,91735,37.1,0.155212543,0.181,0.045
"NY-14","NY",14,14.64697,"Dense Urban","CON",1.89057282301567,"false","DEM",730392,0.507,61052,91735,37.1,0.155212543,0.181,0.045
"NY-14","NY",14,14.64697,"Dense Urban","WFP",7.19496532237349,"true","DEM",730392,0.507,61052,91735,37.1,0.155212543,0.181,0.045
"NY-14","NY",14,14.64697,"Dense Urban","",4.9593287096498,"","DEM",730392,0.507,61052,91735,37.1,0.155212543,0.181,0.045
"NY-14","NY",14,14.64697,"Dense Urban","",0,"","DEM",730392,0.507,61052,91735,37.1,0.155212543,0.181,0.045
"NY-14","NY",14,14.64697,"Dense Urban","",0.166110112167138,"","DEM",730392,0.507,61052,91735,37.1,0.155212543,0.181,0.045
"NY-08","NY",8,14.51535,"Dense Urban","CON",1.65112412347285,"false","DEM",754074,0.525,58631,100435,38.1,0.176082188,0.215,0.047
"NY-08","NY",8,14.51535,"Dense Urban","",4.44299862647293,"","DEM",754074,0.525,58631,100435,38.1,0.176082188,0.215,0.047
"NY-08","NY",8,14.51535,"Dense Urban","DEM",71.6250993999855,"true","DEM",754074,0.525,58631,100435,38.1,0.176082188,0.215,0.047
"NY-08","NY",8,14.51535,"Dense Urban","REP",26.5857008602617,"false","DEM",754074,0.525,58631,100435,38.1,0.176082188,0.215,0.047
"NY-08","NY",8,14.51535,"Dense Urban","",0.13807561627991,"","DEM",754074,0.525,58631,100435,38.1,0.176082188,0.215,0.047
"NY-08","NY",8,14.51535,"Dense Urban","",0,"","DEM",754074,0.525,58631,100435,38.1,0.176082188,0.215,0.047
"NY-06","NY",6,14.4845,"Dense Urban","DEM",63.8918520966991,"true","DEM",752577,0.515,73861,104150,42.6,0.198907221,0.23,0.027
"NY-06","NY",6,14.4845,"Dense Urban","REP",33.2527006926394,"false","DEM",752577,0.515,73861,104150,42.6,0.198907221,0.23,0.027
"NY-06","NY",6,14.4845,"Dense Urban","CON",2.4340039364755,"false","DEM",752577,0.515,73861,104150,42.6,0.198907221,0.23,0.027
"NY-06","NY",6,14.4845,"Dense Urban","OTH",0.323782622413871,"false","DEM",752577,0.515,73861,104150,42.6,0.198907221,0.23,0.027
"NY-06","NY",6,14.4845,"Dense Urban","",3.43915741394594,"","DEM",752577,0.515,73861,104150,42.6,0.198907221,0.23,0.027
"NY-06","NY",6,14.4845,"Dense Urban","",0,"","DEM",752577,0.515,73861,104150,42.6,0.198907221,0.23,0.027
"NY-06","NY",6,14.4845,"Dense Urban","",0.0976606517721652,"","DEM",752577,0.515,73861,104150,42.6,0.198907221,0.23,0.027
"NJ-08","NJ",8,13.9866,"Dense Urban","SWP",0.919828792493209,"false","DEM",765996,0.494,78229,127181,35.4,0.119304801,0.244,0.034
"NJ-08","NJ",8,13.9866,"Dense Urban","DEM",72.8835706642522,"true","DEM",765996,0.494,78229,127181,35.4,0.119304801,0.244,0.034
"NJ-08","NJ",8,13.9866,"Dense Urban","LIB",0.706848300271627,"false","DEM",765996,0.494,78229,127181,35.4,0.119304801,0.244,0.034
"NJ-08","NJ",8,13.9866,"Dense Urban","REP",24.2201004197876,"false","DEM",765996,0.494,78229,127181,35.4,0.119304801,0.244,0.034
"NJ-08","NJ",8,13.9866,"Dense Urban","LBR",0.371429747304305,"false","DEM",765996,0.494,78229,127181,35.4,0.119304801,0.244,0.034
"NJ-08","NJ",8,13.9866,"Dense Urban","IND",0.66569264960079,"false","DEM",765996,0.494,78229,127181,35.4,0.119304801,0.244,0.034
"NJ-08","NJ",8,13.9866,"Dense Urban","IND",0.23252942629023,"false","DEM",765996,0.494,78229,127181,35.4,0.119304801,0.244,0.034
"CA-37","CA",37,13.94794,"Dense Urban","DEM",36.0494388838338,"false","DEM",740416,0.498,64565,105185,34.5,0.121773435,0.18,0.046
"CA-37","CA",37,13.94794,"Dense Urban","DEM",63.9505611161662,"true","DEM",740416,0.498,64565,105185,34.5,0.121773435,0.18,0.046
"CA-34","CA",34,13.78271,"Dense Urban","DEM",51.2435476302206,"true","DEM",745561,0.488,58845,90698,36.6,0.141218492,0.198,0.043
"CA-34","CA",34,13.78271,"Dense Urban","DEM",48.7564523697794,"false","DEM",745561,0.488,58845,90698,36.6,0.141218492,0.198,0.043
"NY-05","NY",5,13.78018,"Dense Urban","DEM",75.1120608402225,"true","DEM",751997,0.519,81621,108662,41.2,0.171962122,0.185,0.041
"NY-05","NY",5,13.78018,"Dense Urban","REP",22.5956384410053,"false","DEM",751997,0.519,81621,108662,41.2,0.171962122,0.185,0.041
"NY-05","NY",5,13.78018,"Dense Urban","CON",2.15991423658328,"false","DEM",751997,0.519,81621,108662,41.2,0.171962122,0.185,0.041
"NY-05","NY",5,13.78018,"Dense Urban","",3.83417154122328,"","DEM",751997,0.519,81621,108662,41.2,0.171962122,0.185,0.041
"NY-05","NY",5,13.78018,"Dense Urban","",0,"","DEM",751997,0.519,81621,108662,41.2,0.171962122,0.185,0.041
"NY-05","NY",5,13.78018,"Dense Urban","",0.132386482188982,"","DEM",751997,0.519,81621,108662,41.2,0.171962122,0.185,0.041
"IL-07","IL",7,13.64136,"Dense Urban","DEM",99.9427706174812,"true","DEM",758917,0.527,76365,123828,34.2,0.130824583,0.257,0.045
"IL-07","IL",7,13.64136,"Dense Urban","W",0.0494795703027196,"false","DEM",758917,0.527,76365,123828,34.2,0.130824583,0.257,0.045
"IL-07","IL",7,13.64136,"Dense Urban","W",0.00596139401237585,"false","DEM",758917,0.527,76365,123828,34.2,0.130824583,0.257,0.045
"IL-07","IL",7,13.64136,"Dense Urban","W",0.00178841820371276,"false","DEM",758917,0.527,76365,123828,34.2,0.130824583,0.257,0.045
"PA-03","PA",3,13.63714,"Dense Urban","DEM",95.142743478508,"true","DEM",772128,0.529,60400,94159,33.8,0.143344109,0.223,0.05
"PA-03","PA",3,13.63714,"Dense Urban","SWP",4.85725652149203,"false","DEM",772128,0.529,60400,94159,33.8,0.143344109,0.223,0.05
"CA-43","CA",43,13.62739,"Dense Urban","DEM",77.3303522969371,"true","DEM",723043,0.513,66509,90543,35.5,0.126258051,0.154,0.044
"CA-43","CA",43,13.62739,"Dense Urban","REP",22.6696477030629,"false","DEM",723043,0.513,66509,90543,35.5,0.126258051,0.154,0.044
"NY-11","NY",11,13.62688,"Dense Urban","DEM",38.1719201059017,"false","REP",740025,0.51,82517,119276,41,0.181791156,0.203,0.03
"NY-11","NY",11,13.62688,"Dense Urban","REP",57.4107252032175,"true","REP",740025,0.51,82517,119276,41,0.181791156,0.203,0.03
"NY-11","NY",11,13.62688,"Dense Urban","CON",4.25467440018288,"true","REP",740025,0.51,82517,119276,41,0.181791156,0.203,0.03
"NY-11","NY",11,13.62688,"Dense Urban","",1.5863986517738,"","REP",740025,0.51,82517,119276,41,0.181791156,0.203,0.03
"NY-11","NY",11,13.62688,"Dense Urban","",0,"","REP",740025,0.51,82517,119276,41,0.181791156,0.203,0.03
"NY-11","NY",11,13.62688,"Dense Urban","",0.162680290697984,"","REP",740025,0.51,82517,119276,41,0.181791156,0.203,0.03
"CA-11","CA",11,13.56329,"Dense Urban","DEM",83.9518750118792,"true","DEM",705678,0.484,139300,219266,39.7,0.179640006,0.369,0.024
"CA-11","CA",11,13.56329,"Dense Urban","REP",16.0481249881208,"false","DEM",705678,0.484,139300,219266,39.7,0.179640006,0.369,0.024
"MA-07","MA",7,13.54608,"Dense Urban","DEM",84.5769897109369,"true","DEM",754113,0.512,81795,129758,32.9,0.122880788,0.264,0.038
"MA-07","MA",7,13.54608,"Dense Urban","REP",15.1127228972041,"false","DEM",754113,0.512,81795,129758,32.9,0.122880788,0.264,0.038
"MA-07","MA",7,13.54608,"Dense Urban","",0.310287391858995,"","DEM",754113,0.512,81795,129758,32.9,0.122880788,0.264,0.038
"MA-07","MA",7,13.54608,"Dense Urban","",5.74839424882041,"","DEM",754113,0.512,81795,129758,32.9,0.122880788,0.264,0.038
"NJ-10","NJ",10,13.49694,"Dense Urban","DEM",77.6031847431483,"true","DEM",746241,0.513,67939,104054,37.9,0.146074794,0.197,0.05
"NJ-10","NJ",10,13.49694,"Dense Urban","LIB",0.486125177233138,"false","DEM",746241,0.513,67939,104054,37.9,0.146074794,0.197,0.05
"NJ-10","NJ",10,13.49694,"Dense Urban","REP",20.093173992303,"false","DEM",746241,0.513,67939,104054,37.9,0.146074794,0.197,0.05
"NJ-10","NJ",10,13.49694,"Dense Urban","IND",1.52303641264549,"false","DEM",746241,0.513,67939,104054,37.9,0.146074794,0.197,0.05
"NJ-10","NJ",10,13.49694,"Dense Urban","IND",0.294479674670074,"false","DEM",746241,0.513,67939,104054,37.9,0.146074794,0.197,0.05
"PA-02","PA",2,13.47543,"Dense Urban","DEM",75.6517733269768,"true","DEM",717771,0.517,53536,80806,36.7,0.153429158,0.179,0.039
"PA-02","PA",2,13.47543,"Dense Urban","REP",24.3482266730233,"false","DEM",717771,0.517,53536,80806,36.7,0.153429158,0.179,0.039
"CA-46","CA",46,13.41158,"Dense Urban","DEM",61.7911605884495,"true","DEM",749454,0.504,80779,102727,34.8,0.120453023,0.157,0.028
"CA-46","CA",46,13.41158,"Dense Urban","REP",38.2088394115505,"false","DEM",749454,0.504,80779,102727,34.8,0.120453023,0.157,0.028
"IL-04","IL",4,13.3979,"Dense Urban","DEM",68.4239404120348,"true","DEM",718854,0.498,69123,101737,37.2,0.142607539,0.154,0.039
"IL-04","IL",4,13.3979,"Dense Urban","REP",28.0742895367802,"false","DEM",718854,0.498,69123,101737,37.2,0.142607539,0.154,0.039
"IL-04","IL",4,13.3979,"Dense Urban","WCP",3.46118289025683,"false","DEM",718854,0.498,69123,101737,37.2,0.142607539,0.154,0.039
"IL-04","IL",4,13.3979,"Dense Urban","W",0.0405871609280931,"false","DEM",718854,0.498,69123,101737,37.2,0.142607539,0.154,0.039
"CA-42","CA",42,13.38775,"Dense Urban","DEM",68.3689360529217,"true","REP",723841,0.507,73006,96607,36,0.124614384,0.173,0.033
"CA-42","CA",42,13.38775,"Dense Urban","REP",31.6310639470783,"false","REP",723841,0.507,73006,96607,36,0.124614384,0.173,0.033
"NJ-09","NJ",9,13.36543,"Dense Urban","SWP",0.737881484058281,"false","DEM",751224,0.511,77469,111733,38.9,0.162034227,0.215,0.038
"NJ-09","NJ",9,13.36543,"Dense Urban","DEM",54.9330354156353,"true","DEM",751224,0.511,77469,111733,38.9,0.162034227,0.215,0.038
"NJ-09","NJ",9,13.36543,"Dense Urban","LIB",0.702425710118944,"false","DEM",751224,0.511,77469,111733,38.9,0.162034227,0.215,0.038
"NJ-09","NJ",9,13.36543,"Dense Urban","REP",43.6266573901874,"false","DEM",751224,0.511,77469,111733,38.9,0.162034227,0.215,0.038
"CA-30","CA",30,13.35822,"Dense Urban","DEM",71.1145223340345,"true","DEM",732048,0.502,85046,127287,40,0.167505409,0.33,0.044
"CA-30","CA",30,13.35822,"Dense Urban","DEM",28.8854776659655,"false","DEM",732048,0.502,85046,127287,40,0.167505409,0.33,0.044
"IL-03","IL",3,13.31683,"Dense Urban","DEM",68.4994852581304,"true","DEM",708538,0.492,78452,110500,37.2,0.140538687,0.247,0.031
"IL-03","IL",3,13.31683,"Dense Urban","REP",31.5005147418696,"false","DEM",708538,0.492,78452,110500,37.2,0.140538687,0.247,0.031
"CA-44","CA",44,13.30183,"Dense Urban","DEM",72.2061219487579,"true","DEM",735344,0.505,78725,104095,36.8,0.14033024,0.17,0.039
"CA-44","CA",44,13.30183,"Dense Urban","REP",27.7938780512421,"false","DEM",735344,0.505,78725,104095,36.8,0.14033024,0.17,0.039
"CA-29","CA",29,13.2762,"Dense Urban","DEM",58.5381169673881,"true","DEM",728732,0.495,67175,93964,36.6,0.130563774,0.179,0.049
"CA-29","CA",29,13.2762,"Dense Urban","DEM",41.4618830326119,"false","DEM",728732,0.495,67175,93964,36.6,0.130563774,0.179,0.049
"CA-45","CA",45,13.2715,"Dense Urban","REP",52.4132348477183,"true","DEM",752508,0.503,100891,131008,40.8,0.172068603,0.252,0.027
"CA-45","CA",45,13.2715,"Dense Urban","DEM",47.5867651522817,"false","DEM",752508,0.503,100891,131008,40.8,0.172068603,0.252,0.027
"IL-05","IL",5,13.26219,"Dense Urban","DEM",69.5680203970133,"true","DEM",732819,0.51,104191,155018,37.5,0.162124617,0.374,0.018
"IL-05","IL",5,13.26219,"Dense Urban","REP",28.8151520670188,"false","DEM",732819,0.51,104191,155018,37.5,0.162124617,0.374,0.018
"IL-05","IL",5,13.26219,"Dense Urban","IND",1.61682753596795,"false","DEM",732819,0.51,104191,155018,37.5,0.162124617,0.374,0.018
"NY-16","NY",16,13.2321,"Dense Urban","DEM",61.090377438344,"true","DEM",756711,0.516,96051,173412,41.2,0.178016442,0.24,0.031
"NY-16","NY",16,13.2321,"Dense Urban","REP",35.6642684006002,"false","DEM",756711,0.516,96051,173412,41.2,0.178016442,0.24,0.031
"NY-16","NY",16,13.2321,"Dense Urban","WFP",3.14676234081028,"true","DEM",756711,0.516,96051,173412,41.2,0.178016442,0.24,0.031
"NY-16","NY",16,13.2321,"Dense Urban","",6.57391019968451,"","DEM",756711,0.516,96051,173412,41.2,0.178016442,0.24,0.031
"NY-16","NY",16,13.2321,"Dense Urban","",0,"","DEM",756711,0.516,96051,173412,41.2,0.178016442,0.24,0.031
"NY-16","NY",16,13.2321,"Dense Urban","",0.0985918202454696,"","DEM",756711,0.516,96051,173412,41.2,0.178016442,0.24,0.031
"NY-04","NY",4,13.14159,"Dense Urban","",2.54234791574606,"","DEM",771912,0.507,131291,164099,40.5,0.182773425,0.232,0.029
"NY-04","NY",4,13.14159,"Dense Urban","DEM",48.1922963617617,"false","DEM",771912,0.507,131291,164099,40.5,0.182773425,0.232,0.029
"NY-04","NY",4,13.14159,"Dense Urban","REP",47.6333038739137,"true","DEM",771912,0.507,131291,164099,40.5,0.182773425,0.232,0.029
"NY-04","NY",4,13.14159,"Dense Urban","CON",4.14972750036824,"true","DEM",771912,0.507,131291,164099,40.5,0.182773425,0.232,0.029
"NY-04","NY",4,13.14159,"Dense Urban","",0.0309323906319046,"","DEM",771912,0.507,131291,164099,40.5,0.182773425,0.232,0.029
"NY-04","NY",4,13.14159,"Dense Urban","",0.0246722639564001,"","DEM",771912,0.507,131291,164099,40.5,0.182773425,0.232,0.029
"CA-36","CA",36,13.0746,"Dense Urban","DEM",69.7504693731759,"true","DEM",727412,0.514,121164,178732,40.7,0.18294859,0.376,0.036
"CA-36","CA",36,13.0746,"Dense Urban","REP",30.2495306268241,"false","DEM",727412,0.514,121164,178732,40.7,0.18294859,0.376,0.036
"VA-08","VA",8,13.06868,"Dense Urban","DEM",73.5342237558378,"true","DEM",764684,0.505,122460,168675,37.6,0.137336468,0.316,0.019
"VA-08","VA",8,13.06868,"Dense Urban","REP",24.7601659874468,"false","DEM",764684,0.505,122460,168675,37.6,0.137336468,0.316,0.019
"VA-08","VA",8,13.06868,"Dense Urban","IND",1.51634589642145,"false","DEM",764684,0.505,122460,168675,37.6,0.137336468,0.316,0.019
"VA-08","VA",8,13.06868,"Dense Urban","",0.189264360293899,"","DEM",764684,0.505,122460,168675,37.6,0.137336468,0.316,0.019
"CA-38","CA",38,13.05118,"Dense Urban","DEM",58.0915719604615,"true","DEM",720021,0.504,90687,116060,40.2,0.174783791,0.204,0.027
"CA-38","CA",38,13.05118,"Dense Urban","REP",41.9084280395385,"false","DEM",720021,0.504,90687,116060,40.2,0.174783791,0.204,0.027
"CA-12","CA",12,12.99689,"Urban-Suburban","DEM",90.4741862490572,"true","DEM",736597,0.503,100136,158118,38.3,0.161431556,0.29,0.026
"CA-12","CA",12,12.99689,"Urban-Suburban","REP",9.52581375094283,"false","DEM",736597,0.503,100136,158118,38.3,0.161431556,0.29,0.026
"FL-24","FL",24,12.99463,"Urban-Suburban","DEM",71.7850783523678,"true","DEM",791673,0.505,60388,95698,39.7,0.165784358,0.202,0.029
"FL-24","FL",24,12.99463,"Urban-Suburban","REP",28.2149216476322,"false","DEM",791673,0.505,60388,95698,39.7,0.165784358,0.202,0.029
"CA-28","CA",28,12.95812,"Urban-Suburban","DEM",66.2358700018097,"true","DEM",719742,0.513,98310,147928,43,0.194655863,0.279,0.027
"CA-28","CA",28,12.95812,"Urban-Suburban","REP",33.7641299981903,"false","DEM",719742,0.513,98310,147928,43,0.194655863,0.279,0.027
"CA-31","CA",31,12.91872,"Urban-Suburban","DEM",59.5423921887714,"true","DEM",730452,0.5,82631,104798,39.1,0.160287055,0.164,0.03
"CA-31","CA",31,12.91872,"Urban-Suburban","REP",40.4576078112286,"false","DEM",730452,0.5,82631,104798,39.1,0.160287055,0.164,0.03
"MD-07","MD",7,12.91544,"Urban-Suburban","REP",17.714730980893,"false","DEM",744504,0.532,56870,85174,36.8,0.163050837,0.172,0.033
"MD-07","MD",7,12.91544,"Urban-Suburban","DEM",82.0558330312065,"true","DEM",744504,0.532,56870,85174,36.8,0.163050837,0.172,0.033
"MD-07","MD",7,12.91544,"Urban-Suburban","",0.229435987900498,"","DEM",744504,0.532,56870,85174,36.8,0.163050837,0.172,0.033
"IL-09","IL",9,12.90872,"Urban-Suburban","DEM",71.6940087015527,"true","DEM",730979,0.498,86692,125253,41.6,0.188283111,0.321,0.033
"IL-09","IL",9,12.90872,"Urban-Suburban","REP",28.3059912984473,"false","DEM",730979,0.498,86692,125253,41.6,0.188283111,0.321,0.033
"TX-07","TX",7,12.90726,"Urban-Suburban","REP",36.2070956778072,"false","DEM",785353,0.504,70704,112176,33.9,0.115273005,0.274,0.037
"TX-07","TX",7,12.90726,"Urban-Suburban","DEM",63.7929043221928,"true","DEM",785353,0.504,70704,112176,33.9,0.115273005,0.274,0.037
"CO-01","CO",1,12.90034,"Urban-Suburban","DEM",80.2961626240645,"true","DEM",720042,0.495,87684,129542,35,0.123283086,0.358,0.027
"CO-01","CO",1,12.90034,"Urban-Suburban","REP",17.5252552058454,"false","DEM",720042,0.495,87684,129542,35,0.123283086,0.358,0.027
"CO-01","CO",1,12.90034,"Urban-Suburban","LIB",2.17858217009005,"false","DEM",720042,0.495,87684,129542,35,0.123283086,0.358,0.027
"CA-17","CA",17,12.89651,"Urban-Suburban","DEM",70.9297487420459,"true","DEM",740766,0.474,166489,225445,37.4,0.134193524,0.299,0.027
"CA-17","CA",17,12.89651,"Urban-Suburban","DEM",29.0702512579541,"false","DEM",740766,0.474,166489,225445,37.4,0.134193524,0.299,0.027
"MN-05","MN",5,12.88577,"Urban-Suburban","REP",24.5317585338265,"false","DEM",706667,0.499,77372,112891,34.7,0.134365974,0.312,0.031
"MN-05","MN",5,12.88577,"Urban-Suburban","DEM",74.3301666169337,"true","DEM",706667,0.499,77372,112891,34.7,0.134365974,0.312,0.031
"MN-05","MN",5,12.88577,"Urban-Suburban","",1.13807484923978,"","DEM",706667,0.499,77372,112891,34.7,0.134365974,0.312,0.031
"CA-32","CA",32,12.8771,"Urban-Suburban","DEM",69.1698102293527,"true","DEM",783556,0.504,103213,164440,40.6,0.179102706,0.311,0.039
"CA-32","CA",32,12.8771,"Urban-Suburban","REP",30.8301897706473,"false","DEM",783556,0.504,103213,164440,40.6,0.179102706,0.311,0.039
"CA-52","CA",52,12.86991,"Urban-Suburban","DEM",66.6724055729194,"true","DEM",749240,0.503,79870,97953,35.3,0.13451364,0.181,0.04
"CA-52","CA",52,12.86991,"Urban-Suburban","DEM",33.3275944270806,"false","DEM",749240,0.503,79870,97953,35.3,0.13451364,0.181,0.04
"FL-27","FL",27,12.86377,"Urban-Suburban","REP",57.2931494849268,"true","REP",754619,0.509,75323,129442,42.2,0.191162693,0.251,0.018
"FL-27","FL",27,12.86377,"Urban-Suburban","DEM",42.7068505150731,"false","REP",754619,0.509,75323,129442,42.2,0.191162693,0.251,0.018
"WA-07","WA",7,12.81346,"Urban-Suburban","DEM",85.3888826385343,"true","DEM",783927,0.49,115418,169142,36.2,0.139784699,0.372,0.024
"WA-07","WA",7,12.81346,"Urban-Suburban","REP",14.1951322238473,"false","DEM",783927,0.49,115418,169142,36.2,0.139784699,0.372,0.024
"WA-07","WA",7,12.81346,"Urban-Suburban","",0.415985137618384,"","DEM",783927,0.49,115418,169142,36.2,0.139784699,0.372,0.024
"WI-04","WI",4,12.77521,"Urban-Suburban","DEM",75.2729283327843,"true","DEM",719451,0.514,54672,82333,34.3,0.138684914,0.206,0.03
"WI-04","WI",4,12.77521,"Urban-Suburban","REP",22.6107006729095,"false","DEM",719451,0.514,54672,82333,34.3,0.138684914,0.206,0.03
"WI-04","WI",4,12.77521,"Urban-Suburban","IND",2.02500274496886,"false","DEM",719451,0.514,54672,82333,34.3,0.138684914,0.206,0.03
"WI-04","WI",4,12.77521,"Urban-Suburban","",0.0913682493372861,"","DEM",719451,0.514,54672,82333,34.3,0.138684914,0.206,0.03
"CA-51","CA",51,12.76409,"Urban-Suburban","DEM",61.8632868813071,"true","DEM",757528,0.5,100357,126874,37.3,0.147778036,0.273,0.031
"CA-51","CA",51,12.76409,"Urban-Suburban","REP",38.1367131186929,"false","DEM",757528,0.5,100357,126874,37.3,0.147778036,0.273,0.031
"TX-32","TX",32,12.76321,"Urban-Suburban","REP",34.6447022236745,"false","DEM",787408,0.499,65935,98364,32.5,0.101253734,0.262,0.031
"TX-32","TX",32,12.76321,"Urban-Suburban","DEM",65.3552977763255,"true","DEM",787408,0.499,65935,98364,32.5,0.101253734,0.262,0.031
"CA-47","CA",47,12.75985,"Urban-Suburban","DEM",51.7153236584034,"true","DEM",752940,0.503,117944,167329,38.5,0.161201424,0.358,0.026
"CA-47","CA",47,12.75985,"Urban-Suburban","REP",48.2846763415966,"false","DEM",752940,0.503,117944,167329,38.5,0.161201424,0.358,0.026
